"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"115",103,115,103,NA,2017-08-16 16:00:00,2017-08-17 02:45:00,38700s (~10.75 hours),1425.1899762,1190.07236641348,235.117609786521,2017-08-16 16:00:00,1,0.540407914454546,5.134341439,2017-08-16 17:00:00,5.944487059,35100s (~9.75 hours),0.589880899675,5.134341439,2017-08-16 17:00:00,2017-08-16 18:30:00,5.89880899675,35100s (~9.75 hours),2017-08-16 23:00:00,2017-08-17 02:45:00,13500s (~3.75 hours),664.8043203,437.045217213076,227.759103086924,1,0.0564392,2017-08-17 01:15:00,0.598,"Q45",25200,29700,29700,8100s (~2.25 hours),5400s (~1.5 hours),5.889236669,109800s (~1.27 days),0.05440605375,0.03320592,0.0648227205,0.0648227205,0.0648227205,0.0648227205,22.03048008225,127.53927061025,38700,1502899200,1502937900,38700,NA,FALSE,FALSE,FALSE
"116",104,116,104,NA,2017-08-31 09:30:00,2017-08-31 22:00:00,45000s (~12.5 hours),2025.2349396,1405.89442564908,619.340513950917,2017-08-31 09:30:00,1,1.45457735113725,22.47594055,2017-08-31 14:00:00,18.545861227,25200s (~7 hours),2.318127111,22.47594055,2017-08-31 14:00:00,2017-08-31 13:45:00,18.545016888,27900s (~7.75 hours),2017-08-31 15:15:00,2017-08-31 22:00:00,24300s (~6.75 hours),1371.6209817,767.707044578398,603.913937121602,1,0.13879999,2017-08-31 16:00:00,0.792,"Q25",20700,7200,7200,2700s (~45 minutes),21600s (~6 hours),17.965766097,1232100s (~2.04 weeks),18.803202891,0.03236825,0.840356879,0.858023153,1.48281283875,3.24554281225,10.236319961,78.642329645,45000,1504171800,1504216800,45000,NA,FALSE,FALSE,FALSE
"117",105,117,105,NA,2017-09-02 20:00:00,2017-09-04 00:45:00,103500s (~1.2 days),13087.3612329,3439.39754448069,9647.96368841931,2017-09-02 20:00:00,1,0.930177117637931,11.55066013,2017-09-03 07:15:00,26.9751364115,67500s (~18.75 hours),1.3158603127561,11.55066013,2017-09-03 07:15:00,2017-09-03 05:30:00,26.9751364115,72900s (~20.25 hours),2017-09-03 05:30:00,2017-09-04 00:45:00,69300s (~19.25 hours),12010.9219308,2376.96696571024,9633.95496508976,1,0.789428,2017-09-03 09:15:00,0.899,"Q15",34200,7200,7200,13500s (~3.75 hours),55800s (~15.5 hours),25.02447009625,163800s (~1.9 days),0,0.031309164,0.02547877275,0.02547877275,0.02547877275,0.02547877275,27.96674018925,81.6966865725,103500,1504382400,1504485900,103500,NA,FALSE,FALSE,FALSE
"118",106,118,106,NA,2017-09-08 04:30:00,2017-09-09 19:15:00,139500s (~1.61 days),4609.2469914,4148.91611476251,460.330876637487,2017-09-08 04:30:00,7,0.375652575814103,7.643878937,2017-09-08 14:30:00,14.65045045675,66600s (~18.5 hours),0.8629642752,4.348101974,2017-09-08 08:00:00,2017-09-08 06:15:00,4.314821376,17100s (~4.75 hours),2017-09-08 07:30:00,2017-09-09 19:15:00,128700s (~1.49 days),4288.6997001,3831.04958961202,457.650110487981,1,0.072863031,2017-09-08 16:45:00,0.661,"Q35",10800,8100,31500,33300s (~9.25 hours),95400s (~1.1 days),10.047830091,357300s (~4.14 days),3.80229987575,0.029451503,0.48008213825,0.75795163075,0.94115878325,1.22796655975,20.6690321875,99.60505835575,139500,1504845000,1504984500,139500,NA,FALSE,FALSE,FALSE
"119",107,119,107,NA,2017-09-15 05:45:00,2017-09-15 21:45:00,57600s (~16 hours),2890.3692591,1751.815591837,1138.553667263,2017-09-15 05:45:00,2,1.02596115226154,9.111034711,2017-09-15 07:30:00,16.67186872425,36900s (~10.25 hours),1.7869595234,9.111034711,2017-09-15 07:30:00,2017-09-15 10:15:00,15.63589582975,30600s (~8.5 hours),2017-09-15 08:15:00,2017-09-15 21:45:00,48600s (~13.5 hours),2620.646532,1487.04586092418,1133.60067107582,1,0.09514675,2017-09-15 14:00:00,0.722,"Q30",9000,23400,23400,20700s (~5.75 hours),27900s (~7.75 hours),15.26610730175,468000s (~5.42 days),15.8298929895,0.029468587,0.680565164,0.72342876625,1.61672282,2.70173852975,15.50472159525,104.64803767275,57600,1505454300,1505511900,57600,NA,FALSE,FALSE,FALSE
"120",108,120,108,NA,2017-09-16 05:15:00,2017-09-17 05:45:00,88200s (~1.02 days),6922.5457437,3411.59293038119,3510.95281331881,2017-09-16 05:15:00,2,0.851998150262626,7.27586778,2017-09-16 08:15:00,21.086954219,49500s (~13.75 hours),1.42367839213889,7.27586778,2017-09-16 08:15:00,2017-09-16 08:30:00,12.81310552925,31500s (~8.75 hours),2017-09-16 06:00:00,2017-09-17 05:45:00,85500s (~23.75 hours),6828.3017937,3322.42231267323,3505.87948102677,3,0.157476531,2017-09-16 11:15:00,0.81,"Q20",2700,10800,10800,18900s (~5.25 hours),66600s (~18.5 hours),8.78834452725,25200s (~7 hours),2.661232264,0.03456119,2.26688045275,2.83585688025,3.85993472725,19.5085699435,33.155104003,118.115413795,88200,1505538900,1505627100,88200,NA,FALSE,FALSE,FALSE
"121",109,121,109,NA,2017-09-21 01:30:00,2017-09-21 23:45:00,80100s (~22.25 hours),4420.7862264,3802.67699082563,618.109235574373,2017-09-21 01:30:00,2,0.197894813566667,4.858189106,2017-09-21 03:00:00,4.45263330525,24300s (~6.75 hours),0.659524291333333,4.858189106,2017-09-21 03:00:00,2017-09-21 03:15:00,4.4517889665,23400s (~6.5 hours),2017-09-21 04:00:00,2017-09-21 23:45:00,71100s (~19.75 hours),3950.4921021,3358.51968200966,591.972420090337,0,0.06636125,2017-09-21 07:15:00,0.638,"Q40",9000,15300,15300,11700s (~3.25 hours),59400s (~16.5 hours),4.443413574,328500s (~3.8 days),1.68214936675,0.056820168,0.001125785,0.001125785,0.4729716995,1.565806205,25.191315403,131.5354752675,80100,1505957400,1506037500,80100,NA,FALSE,TRUE,FALSE
"122",110,122,110,NA,2017-09-27 06:45:00,2017-09-28 03:00:00,72900s (~20.25 hours),4298.0093253,2751.720960586,1546.28836471399,2017-09-27 06:45:00,1,0.415155238658537,4.63540409,2017-09-27 09:15:00,8.5106823925,42300s (~11.75 hours),0.667504501372549,4.63540409,2017-09-27 09:15:00,2017-09-27 11:00:00,8.5106823925,45000s (~12.5 hours),2017-09-27 08:45:00,2017-09-28 03:00:00,65700s (~18.25 hours),3997.2433185,2468.41142930504,1528.83188919496,1,0.13088625,2017-09-27 16:00:00,0.781,"Q25",7200,24300,24300,26100s (~7.25 hours),39600s (~11 hours),8.29960259025,455400s (~5.27 days),2.4611446475,0.044474184,0.242048353,0.242048353,0.242048353,0.2550691865,2.7031930005,138.45707202975,72900,1506494700,1506567600,72900,NA,FALSE,FALSE,FALSE
"123",111,123,111,NA,2017-09-29 00:00:00,2017-09-29 17:30:00,63000s (~17.5 hours),2586.9992508,2241.44455276286,345.554698037139,2017-09-29 00:00:00,1,0.332695966676056,5.538017114,2017-09-29 01:45:00,5.9053534085,17100s (~4.75 hours),1.24323229652632,5.538017114,2017-09-29 01:45:00,2017-09-29 01:45:00,5.9053534085,16200s (~4.5 hours),2017-09-29 02:45:00,2017-09-29 17:30:00,53100s (~14.75 hours),2240.2201707,1894.969722455,345.250448244998,1,0.055884339,2017-09-29 06:00:00,0.595,"Q45",9900,15300,15300,11700s (~3.25 hours),41400s (~11.5 hours),5.9053534085,73800s (~20.5 hours),0.52104678325,0.035065781,0.0078125,0.38014033525,0.52885928325,0.52885928325,9.49273151625,147.22620096575,63000,1506643200,1506706200,63000,NA,FALSE,FALSE,FALSE
"124",112,124,112,NA,2017-10-02 13:45:00,2017-10-03 19:00:00,105300s (~1.22 days),4043.4140142,3694.02924635474,349.384767845265,2017-10-02 13:45:00,1,0.219196312983051,5.293646177,2017-10-02 18:15:00,6.466291233,20700s (~5.75 hours),1.12457238834783,5.293646177,2017-10-02 18:15:00,2017-10-02 17:45:00,6.466291233,19800s (~5.5 hours),2017-10-02 19:00:00,2017-10-03 19:00:00,86400s (~1 days),3349.7646777,3025.10939810634,324.655279593661,1,0.05696889,2017-10-02 20:30:00,0.601,"Q40",18900,8100,8100,5400s (~1.5 hours),81000s (~22.5 hours),6.466291233,243900s (~2.82 days),6.041261828,0.03671565,0.09382114975,0.09382114975,0.09382114975,0.1140915905,14.2609493735,131.2865237305,105300,1506951900,1507057200,105300,NA,FALSE,FALSE,FALSE
"125",113,125,113,NA,2017-10-07 06:15:00,2017-10-08 08:00:00,92700s (~1.07 days),4398.0707835,3219.69360246058,1178.37718103942,2017-10-07 06:15:00,2,0.300123308259615,2.204993844,2017-10-07 15:15:00,7.80320601475,54000s (~15 hours),0.540657830377358,2.204993844,2017-10-07 15:15:00,2017-10-07 14:30:00,7.1637162525,46800s (~13 hours),2017-10-07 09:15:00,2017-10-08 08:00:00,81900s (~22.75 hours),4030.2455985,2855.85977604045,1174.38582245955,1,0.087267969,2017-10-07 18:15:00,0.705,"Q30",10800,10800,10800,32400s (~9 hours),49500s (~13.75 hours),6.985791736,297900s (~3.45 days),0.36704835675,0.034287196,0.1485086555,0.35522446375,0.35522446375,0.36711951175,7.041252337,108.68075523825,92700,1507356900,1507449600,92700,NA,FALSE,FALSE,FALSE
"126",114,126,114,NA,2017-10-19 10:00:00,2017-10-20 05:45:00,71100s (~19.75 hours),4082.1526746,2268.64187270901,1813.51080189099,2017-10-19 10:00:00,2,0.719313515225,8.098524888,2017-10-19 12:45:00,14.3862703045,45900s (~12.75 hours),1.63543920052174,8.098524888,2017-10-19 12:45:00,2017-10-19 12:30:00,9.403775403,19800s (~5.5 hours),2017-10-19 13:30:00,2017-10-20 05:45:00,58500s (~16.25 hours),3691.1072385,1885.23180319443,1805.87543530557,3,0.09514675,2017-10-20 00:15:00,0.722,"Q30",12600,41400,41400,38700s (~10.75 hours),19800s (~5.5 hours),14.22980685975,955800s (~1.58 weeks),8.1831232705,0.034350134,0.0034485055,0.0034485055,0.0034485055,0.010979559,4.14665548625,52.34650271425,71100,1508407200,1508478300,71100,NA,FALSE,FALSE,FALSE
"127",115,127,115,NA,2017-10-20 16:00:00,2017-10-21 15:45:00,85500s (~23.75 hours),6763.130334,3343.29355999512,3419.83677400488,2017-10-20 16:00:00,5,0.883958953510417,14.07539527,2017-10-21 07:00:00,21.21501488425,54900s (~15.25 hours),2.1309249975,6.341485898,2017-10-20 17:00:00,2017-10-20 17:15:00,8.52369999,13500s (~3.75 hours),2017-10-20 18:45:00,2017-10-21 15:45:00,75600s (~21 hours),6435.9370719,3018.42932647657,3417.50774542343,2,0.21025167,2017-10-20 20:45:00,0.845,"Q20",9900,-36900,13500,7200s (~2 hours),68400s (~19 hours),8.52369999,35100s (~9.75 hours),0.13738678875,0.033184876,0.5123188215,0.56151654175,0.56151654175,5.54401144325,19.090993827,65.67400615075,85500,1508515200,1508600700,85500,NA,FALSE,FALSE,FALSE
"128",116,128,116,NA,2017-10-21 09:45:00,2017-10-22 04:15:00,66600s (~18.5 hours),5066.1650421,3103.72230105454,1962.44274104546,2017-10-21 09:45:00,2,0.726090801773333,5.653701305,2017-10-21 16:15:00,13.61420253325,52200s (~14.5 hours),1.21407467531429,5.653701305,2017-10-21 16:15:00,2017-10-21 16:00:00,10.623153409,30600s (~8.5 hours),2017-10-21 16:45:00,2017-10-22 04:15:00,41400s (~11.5 hours),3194.975547,1978.06185267371,1216.91369432629,1,0.12321947,2017-10-21 19:00:00,0.77,"Q25",25200,9900,9900,8100s (~2.25 hours),33300s (~9.25 hours),10.623153409,23400s (~6.5 hours),4.97501928125,0.072863031,5.50000128125,6.0166714555,8.666049547,17.32713632575,32.56411848575,77.97340890375,66600,1508579100,1508645700,66600,NA,FALSE,FALSE,FALSE
"129",117,129,117,NA,2017-10-22 20:15:00,2017-10-23 23:45:00,99000s (~1.15 days),5763.6464526,4729.35555161334,1034.29090098666,2017-10-22 20:15:00,2,0.267922235531532,3.265217026,2017-10-22 21:15:00,7.434842036,51300s (~14.25 hours),0.529798268678571,3.265217026,2017-10-22 21:15:00,2017-10-22 23:45:00,7.4171757615,49500s (~13.75 hours),2017-10-23 01:30:00,2017-10-23 23:45:00,80100s (~22.25 hours),4894.2297837,3877.55313752798,1016.67664617202,1,0.079836,2017-10-23 06:15:00,0.684,"Q35",18900,32400,32400,17100s (~4.75 hours),63000s (~17.5 hours),7.28007041575,55800s (~15.5 hours),0.23430385075,0.045063953,0.0034485055,0.16898938925,0.20826218475,3.21697758225,45.815361519,90.1975461705,99000,1508703300,1508802300,99000,NA,FALSE,FALSE,FALSE
"130",118,130,118,NA,2017-11-07 01:15:00,2017-11-08 00:45:00,84600s (~23.5 hours),3857.6973969,3218.71221805344,638.985178846562,2017-11-07 01:15:00,3,0.442392801242105,6.531781356,2017-11-07 08:00:00,10.5068290295,36900s (~10.25 hours),0.963249885536585,6.531781356,2017-11-07 08:00:00,2017-11-07 07:45:00,9.87331132675,36000s (~10 hours),2017-11-07 03:00:00,2017-11-08 00:45:00,78300s (~21.75 hours),3614.0034789,2980.62467469882,633.378804201175,1,0.0638952,2017-11-07 10:45:00,0.629,"Q40",6300,9900,9900,27900s (~7.75 hours),50400s (~14 hours),9.78673978375,1213200s (~2.01 weeks),8.8029591845,0.044474184,0.01886320925,0.2360668275,0.40245204575,0.40245204575,7.97884243375,70.6223272675,84600,1510017300,1510101900,84600,NA,FALSE,FALSE,FALSE
"131",119,131,119,NA,2017-11-10 18:00:00,2017-11-12 16:15:00,166500s (~1.93 days),10755.3492351,6290.23757725808,4465.11165784192,2017-11-10 18:00:00,3,0.300710718833333,3.837849061,2017-11-11 11:00:00,13.98304842575,87300s (~1.01 days),0.481169437183099,3.837849061,2017-11-11 11:00:00,2017-11-11 05:30:00,8.54075751,63000s (~17.5 hours),2017-11-11 03:30:00,2017-11-12 16:15:00,132300s (~1.53 days),9477.7864497,5093.67785360512,4384.10859609488,2,0.16396057,2017-11-12 01:00:00,0.817,"Q20",34200,50400,50400,77400s (~21.5 hours),54900s (~15.25 hours),13.88036014375,233100s (~2.7 days),1.510060909,0.03671565,0.0026041665,0.0026041665,0.049479167,0.06278144675,12.45734669525,79.008795428,166500,1510336800,1510503300,166500,NA,FALSE,FALSE,FALSE
"132",120,132,120,NA,2017-11-24 08:30:00,2017-11-24 18:45:00,36900s (~10.25 hours),1499.7236922,1310.2143297234,189.509362476603,2017-11-24 08:30:00,1,0.20514210702381,2.773059765,2017-11-24 09:30:00,2.15399212375,8100s (~2.25 hours),1.22606670357143,2.773059765,2017-11-24 09:30:00,2017-11-24 09:00:00,2.14561673125,5400s (~1.5 hours),2017-11-24 10:00:00,2017-11-24 18:45:00,31500s (~8.75 hours),1313.4652434,1124.49654910849,188.968694291512,0,0.05076672,2017-11-24 12:15:00,0.562,"Q45",5400,9900,9900,8100s (~2.25 hours),23400s (~6.5 hours),2.1458981775,1007100s (~1.67 weeks),7.27872487775,0.0357411305,0.052998822,0.97656567575,1.42926692775,1.60683885,5.07982628275,41.5999195935,36900,1511512200,1511549100,36900,NA,FALSE,TRUE,FALSE
"133",121,133,121,NA,2017-11-27 02:30:00,2017-11-28 04:15:00,92700s (~1.07 days),4119.0879546,3243.53069536426,875.557259235743,2017-11-27 02:30:00,5,0.394782233653846,3.892443419,2017-11-27 20:15:00,10.264338075,60300s (~16.75 hours),0.432751398675676,1.443970124,2017-11-27 05:45:00,2017-11-27 07:30:00,4.00295043775,32400s (~9 hours),2017-11-27 07:15:00,2017-11-28 04:15:00,75600s (~21 hours),3521.960748,2666.09058320086,855.870164799137,2,0.06150727,2017-11-27 12:30:00,0.62,"Q40",17100,-27900,24300,18900s (~5.25 hours),56700s (~15.75 hours),4.00295043775,198900s (~2.3 days),5.566381721,0.0344116515,0.0225931605,0.039133648,0.49430306875,1.867812065,12.522046036,49.176711676,92700,1511749800,1511842500,92700,NA,FALSE,FALSE,FALSE
"134",122,134,122,NA,2017-11-28 14:00:00,2017-11-29 06:30:00,59400s (~16.5 hours),3226.8750453,2368.89839830874,857.976646991262,2017-11-28 14:00:00,2,0.255017411970149,2.732556601,2017-11-28 16:00:00,4.2715416505,27000s (~7.5 hours),0.556177793538462,2.732556601,2017-11-28 16:00:00,2017-11-28 18:00:00,3.615155658,22500s (~6.25 hours),2017-11-28 17:15:00,2017-11-29 06:30:00,47700s (~13.25 hours),2745.7184826,1920.51177744576,825.206705154239,1,0.081286064,2017-11-28 22:15:00,0.688,"Q35",11700,22500,22500,18000s (~5 hours),29700s (~8.25 hours),3.615155658,33300s (~9.25 hours),1.49563911825,0.0402661355,0.981770807,1.0254075985,2.29053769125,7.79679444925,21.0901498055,60.79184217525,59400,1511877600,1511937000,59400,NA,FALSE,FALSE,FALSE
"135",123,135,123,NA,2017-11-30 04:45:00,2017-12-01 06:00:00,90900s (~1.05 days),7910.6608386,3900.75218850196,4009.90865009804,2017-11-30 04:45:00,2,0.311341598490196,2.70746692,2017-11-30 16:30:00,7.9392107615,45000s (~12.5 hours),0.587703883574074,2.70746692,2017-11-30 16:30:00,2017-11-30 13:00:00,7.93400242825,47700s (~13.25 hours),2017-11-30 08:45:00,2017-12-01 06:00:00,76500s (~21.25 hours),7329.5371026,3337.61621761766,3991.92088498234,2,0.18185469,2017-11-30 19:45:00,0.829,"Q20",14400,11700,11700,39600s (~11 hours),36900s (~10.25 hours),7.9342838745,78300s (~21.75 hours),0.65512737075,0.04039332,0.0257602205,0.2676662785,0.38591156225,0.6597728115,19.664680766,65.664525735,90900,1512017100,1512108000,90900,NA,FALSE,FALSE,FALSE
"136",124,136,124,NA,2017-12-06 14:45:00,2017-12-08 03:00:00,130500s (~1.51 days),8553.2917518,6696.79405257944,1856.49769922056,2017-12-06 14:45:00,4,0.153189875047945,1.807724873,2017-12-07 01:30:00,5.59143043925,72900s (~20.25 hours),0.256146294183099,1.807724873,2017-12-07 01:30:00,2017-12-07 00:30:00,4.54659672175,63000s (~17.5 hours),2017-12-06 17:00:00,2017-12-08 03:00:00,122400s (~1.42 days),8121.8753019,6285.11558960139,1836.75971229861,2,0.0919424,2017-12-07 08:45:00,0.715,"Q30",8100,26100,26100,56700s (~15.75 hours),65700s (~18.25 hours),4.54659672175,461700s (~5.34 days),2.414201637,0.05463624,0.0052083335,0.0052083335,0.0130208335,0.03068710725,2.408148965,68.41430914375,130500,1512571500,1512702000,130500,NA,FALSE,FALSE,FALSE
"137",125,137,125,NA,2017-12-09 14:45:00,2017-12-10 22:15:00,113400s (~1.31 days),15819.7927365,6086.93815583434,9732.85458066566,2017-12-09 14:45:00,6,0.701610147314961,10.60283188,2017-12-10 03:30:00,22.27612217725,74700s (~20.75 hours),1.37621758437097,10.60283188,2017-12-10 03:30:00,2017-12-10 01:30:00,21.33137255775,54900s (~15.25 hours),2017-12-09 17:15:00,2017-12-10 22:15:00,104400s (~1.21 days),15385.9443588,5663.27154963841,9722.67280916159,1,0.57988464,2017-12-10 05:15:00,0.897,"Q15",9000,6300,6300,43200s (~12 hours),61200s (~17 hours),21.25958167575,126900s (~1.47 days),3.74676185375,0.0473173305,0.0563761765,0.0563761765,0.079179634,1.81348983275,9.4278597435,65.4778669995,113400,1512830700,1512944100,113400,NA,FALSE,FALSE,FALSE
"138",126,138,126,NA,2017-12-14 03:30:00,2017-12-15 00:45:00,76500s (~21.25 hours),7413.2645535,6168.3829692274,1244.8815842726,2017-12-14 03:30:00,5,0.289636313895349,3.44658194,2017-12-14 03:45:00,6.22718074875,44100s (~12.25 hours),0.5742116175,3.44658194,2017-12-14 03:45:00,2017-12-14 03:45:00,1.7226348525,9900s (~2.75 hours),2017-12-14 04:45:00,2017-12-15 00:45:00,72000s (~20 hours),7048.7329275,5818.74597647386,1229.98695102614,2,0.11948064,2017-12-14 19:30:00,0.764,"Q25",4500,56700,56700,53100s (~14.75 hours),18900s (~5.25 hours),5.876679189,276300s (~3.2 days),10.54517689225,0.077711412,0.430949274,0.59930778175,2.79242723775,7.29404793075,32.90167563925,82.52410308825,76500,1513222200,1513298700,76500,NA,FALSE,FALSE,FALSE
"139",127,139,127,NA,2017-12-15 11:45:00,2017-12-15 23:15:00,41400s (~11.5 hours),4087.7695062,3457.54416961326,630.22533658674,2017-12-15 11:45:00,4,0.400887662851064,2.769113223,2017-12-15 13:15:00,4.7104300385,25200s (~7 hours),1.17515224758333,2.769113223,2017-12-15 13:15:00,2017-12-15 13:00:00,3.52545674275,9900s (~2.75 hours),2017-12-15 14:15:00,2017-12-15 23:15:00,32400s (~9 hours),3362.5882026,2736.10264310985,626.485559490148,1,0.12321947,2017-12-15 16:45:00,0.77,"Q25",9000,12600,12600,9000s (~2.5 hours),23400s (~6.5 hours),3.599217749,37800s (~10.5 hours),0.7844882075,0.082561748,0.29955347,0.511684752,0.81827122425,3.361329339,18.042275486,89.17315883725,41400,1513338300,1513379700,41400,NA,FALSE,FALSE,FALSE
"140",128,140,128,NA,2017-12-16 14:15:00,2017-12-18 01:30:00,126900s (~1.47 days),12263.1698016,10892.7241808879,1370.4456207121,2017-12-16 14:15:00,6,0.120019309859155,2.722102205,2017-12-16 16:30:00,4.2606855,55800s (~15.5 hours),0.597488239176471,2.722102205,2017-12-16 16:30:00,2017-12-16 16:45:00,2.5393250165,14400s (~4 hours),2017-12-16 18:00:00,2017-12-18 01:30:00,113400s (~1.31 days),11141.8413102,9776.81640824131,1365.02490195869,2,0.10517392,2017-12-16 20:30:00,0.74,"Q30",13500,14400,14400,9000s (~2.5 hours),104400s (~1.21 days),2.5729688855,52200s (~14.5 hours),0.8267841795,0.08574544,0.004926887,0.004926887,0.0455373425,2.84473504025,21.9189436845,94.68693555625,126900,1513433700,1513560600,126900,NA,FALSE,FALSE,FALSE
"142",129,142,129,NA,2017-12-25 11:15:00,2017-12-26 05:45:00,66600s (~18.5 hours),8403.9843501,4730.24219358856,3673.74215651144,2017-12-25 11:15:00,2,0.852004147346667,8.616227786,2017-12-25 16:30:00,15.97507776275,45000s (~12.5 hours),1.09576157563636,8.616227786,2017-12-25 16:30:00,2017-12-25 16:45:00,15.066721665,55800s (~15.5 hours),2017-12-25 14:45:00,2017-12-26 05:45:00,54000s (~15 hours),7509.5601759,3874.89306236152,3634.66711353848,1,0.29391455,2017-12-25 19:00:00,0.871,"Q15",12600,9000,9000,15300s (~4.25 hours),38700s (~10.75 hours),13.73641626375,638100s (~1.06 weeks),1.418073897,0.0801440425,0.14871894625,0.14871894625,0.162302672,0.300604951,1.42067806375,89.687735726,66600,1514200500,1514267100,66600,NA,FALSE,FALSE,FALSE
"143",130,143,130,NA,2017-12-26 08:00:00,2017-12-27 14:45:00,110700s (~1.28 days),18946.823148,9976.58109085205,8970.24205714795,2017-12-26 08:00:00,4,0.83395757741129,16.65726153,2017-12-26 14:00:00,25.85268489975,72900s (~20.25 hours),2.27093725578125,16.65726153,2017-12-26 14:00:00,2017-12-26 13:45:00,18.16749804625,27900s (~7.75 hours),2017-12-26 14:15:00,2017-12-27 14:45:00,88200s (~1.02 days),17175.8533149,8235.39257359,8940.46074131,3,0.47257265,2017-12-26 16:15:00,0.893,"Q15",22500,8100,8100,7200s (~2 hours),81000s (~22.5 hours),18.2102904975,6300s (~1.75 hours),0.0137228725,0.0865067045,0.1222535305,0.511743268,1.6770706815,16.1713737455,17.36372948275,104.859788547,110700,1514275200,1514385900,110700,NA,FALSE,FALSE,FALSE
"144",131,144,131,NA,2017-12-29 02:15:00,2017-12-29 14:15:00,43200s (~12 hours),5198.4609057,4816.08774502659,382.373160673411,2017-12-29 02:15:00,3,0.428479790081633,3.191434026,2017-12-29 06:00:00,5.2488774285,25200s (~7 hours),0.927746312470588,3.191434026,2017-12-29 06:00:00,2017-12-29 03:30:00,3.942921828,14400s (~4 hours),2017-12-29 04:00:00,2017-12-29 14:15:00,36900s (~10.25 hours),4524.7814811,4143.4408959644,381.340585135605,1,0.128946159,2017-12-29 12:30:00,0.778,"Q25",6300,23400,23400,30600s (~8.5 hours),6300s (~1.75 hours),5.1760319125,126000s (~1.46 days),2.6490810345,0.109163933,0.24239778325,0.24992883675,1.96312423875,2.36564428575,45.04166325,116.22069937975,43200,1514513700,1514556900,43200,NA,FALSE,FALSE,FALSE
