"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"196",175,196,175,NA,2018-03-29 06:45:00,2018-03-30 00:45:00,64800s (~18 hours),8653.6873845,7654.96184225368,998.725542246321,2018-03-29 06:45:00,1,0.364278454054795,4.106133699,2018-03-29 07:00:00,6.6480817865,31500s (~8.75 hours),0.604159915113636,4.106133699,2018-03-29 07:00:00,2018-03-29 10:00:00,6.64575906625,38700s (~10.75 hours),2018-03-29 08:30:00,2018-03-30 00:45:00,58500s (~16.25 hours),7912.5421563,6915.63922291965,996.902933380353,3,0.144893609,2018-03-29 09:30:00,0.799,"Q25",6300,9000,9000,3600s (~1 hours),54900s (~15.25 hours),2.9981722135,50400s (~14 hours),0.62964545975,0.121586177,0.5174496845,1.14420953125,1.14709514425,1.86000276925,13.5194103725,156.3889167225,64800,1522305900,1522370700,64800,NA,FALSE,FALSE,FALSE
"197",176,197,176,NA,2018-04-01 11:00:00,2018-04-02 19:30:00,117000s (~1.35 days),28693.9800513,13741.6934760595,14952.2865752405,2018-04-01 11:00:00,5,0.68745819151145,5.897477786,2018-04-01 20:15:00,22.514255772,89100s (~1.03 days),1.15153343118667,5.897477786,2018-04-01 20:15:00,2018-04-01 20:00:00,21.59125183475,66600s (~18.5 hours),2018-04-01 15:30:00,2018-04-02 19:30:00,100800s (~1.17 days),27030.6861084,12082.0192539837,14948.6668544163,2,0.74189584,2018-04-01 23:30:00,0.899,"Q15",16200,11700,11700,28800s (~8 hours),72000s (~20 hours),18.01088310925,207900s (~2.41 days),3.20165292025,0.1144072415,0.00809394625,0.00809394625,0.00809394625,0.055813285,15.58375083175,158.73309994525,117000,1522580400,1522697400,117000,NA,FALSE,FALSE,FALSE
"198",177,198,177,NA,2018-04-03 20:45:00,2018-04-05 03:00:00,108900s (~1.26 days),19960.0498512,15618.8784479597,4341.1714032403,2018-04-03 20:45:00,3,0.280533865647541,5.266032934,2018-04-03 22:45:00,8.55628290225,36900s (~10.25 hours),0.967663507787879,5.266032934,2018-04-03 22:45:00,2018-04-03 23:15:00,7.98322393925,28800s (~8 hours),2018-04-04 00:00:00,2018-04-05 03:00:00,97200s (~1.12 days),18229.4358894,13890.9945476218,4338.44134177817,3,0.291146984,2018-04-04 06:30:00,0.871,"Q15",11700,27900,27900,23400s (~6.5 hours),73800s (~20.5 hours),7.99251482075,89100s (~1.03 days),0.84438403675,0.157560864,0.002885613,0.002885613,0.0332912735,0.83453026275,26.563178342,152.9521252155,108900,1522788300,1522897200,108900,NA,FALSE,FALSE,FALSE
"199",178,199,178,NA,2018-04-06 22:45:00,2018-04-08 01:15:00,95400s (~1.1 days),13490.4503547,11752.3895628593,1738.06079184072,2018-04-06 22:45:00,1,0.233431771401869,2.622166554,2018-04-07 01:45:00,6.244299885,43200s (~12 hours),0.4995439908,2.622166554,2018-04-07 01:45:00,2018-04-07 03:45:00,6.244299885,44100s (~12.25 hours),2018-04-07 04:15:00,2018-04-08 01:15:00,75600s (~21 hours),10858.0156713,9215.51380632618,1642.50186497382,2,0.16396057,2018-04-07 08:00:00,0.817,"Q20",19800,22500,22500,13500s (~3.75 hours),62100s (~17.25 hours),5.46403653325,155700s (~1.8 days),0.599802663,0.1354562385,0.04947916675,0.094312892,0.4181450425,0.60008410925,15.330210586,136.68207934575,95400,1523054700,1523150100,95400,NA,FALSE,FALSE,FALSE
"200",179,200,179,NA,2018-04-11 06:00:00,2018-04-11 23:45:00,63900s (~17.75 hours),6722.5323141,6170.99361514396,551.538698956043,2018-04-11 06:00:00,1,0.0570846223472222,0.895833333,2018-04-11 06:30:00,1.02752320225,6300s (~1.75 hours),0.587156115571429,0.895833333,2018-04-11 06:30:00,2018-04-11 06:30:00,1.02752320225,5400s (~1.5 hours),2018-04-11 12:45:00,2018-04-11 23:45:00,39600s (~11 hours),4226.009292,3815.31901218593,410.690279814067,0,0.113992789,2018-04-11 17:15:00,0.754,"Q25",24300,38700,38700,16200s (~4.5 hours),23400s (~6.5 hours),1.02752320225,274500s (~3.18 days),3.65267343725,0.110415621,0.1102904895,0.1102904895,1.98473711575,3.75311015275,10.60706647475,115.86781143275,63900,1523426400,1523490300,63900,NA,FALSE,TRUE,FALSE
"201",180,201,180,NA,2018-04-24 05:45:00,2018-04-24 23:15:00,63000s (~17.5 hours),4307.2219503,2989.90116222341,1317.32078807659,2018-04-24 05:45:00,3,0.0969459867464789,1.31165876,2018-04-24 18:00:00,1.72079126475,30600s (~8.5 hours),0.1753661941,0.323757845,2018-04-24 07:15:00,2018-04-24 06:45:00,0.43841548525,8100s (~2.25 hours),2018-04-24 07:00:00,2018-04-24 23:15:00,58500s (~16.25 hours),4060.9992168,2762.37767458758,1298.62154221242,1,0.096775051,2018-04-24 16:30:00,0.725,"Q30",4500,-5400,33300,34200s (~9.5 hours),24300s (~6.75 hours),0.59114583025,1056600s (~1.75 weeks),5.3001843315,0.07519878,0.018581763,0.018581763,0.0316025965,0.1680738965,0.4511548765,68.68253837575,63000,1524548700,1524611700,63000,NA,FALSE,FALSE,FALSE
"202",181,202,181,NA,2018-04-26 20:45:00,2018-04-28 04:15:00,113400s (~1.31 days),12200.601555,5699.69148552778,6500.91006947222,2018-04-26 20:45:00,3,0.816667779031496,8.845173041,2018-04-27 07:45:00,25.92920198425,72000s (~20 hours),1.75368430939655,8.845173041,2018-04-27 07:45:00,2018-04-27 05:00:00,25.42842248625,51300s (~14.25 hours),2018-04-27 03:15:00,2018-04-28 04:15:00,90000s (~1.04 days),11019.6103023,4605.86576567313,6413.74453662687,1,0.30507189,2018-04-27 10:15:00,0.873,"Q15",23400,9000,9000,25200s (~7 hours),64800s (~18 hours),24.88606010775,162000s (~1.88 days),1.4453124835,0.047943769,0.017666274,0.2984276845,0.3590967085,0.661390327,3.61634313575,67.43591254425,113400,1524775500,1524888900,113400,NA,FALSE,FALSE,FALSE
"203",182,203,182,NA,2018-05-01 12:15:00,2018-05-02 21:00:00,117900s (~1.36 days),6940.9220022,5692.67712912594,1248.24487307406,2018-05-01 12:15:00,1,0.222067412310606,2.931611737,2018-05-02 04:30:00,7.32822460625,67500s (~18.75 hours),0.385696031907895,2.931611737,2018-05-02 04:30:00,2018-05-01 21:45:00,7.32822460625,67500s (~18.75 hours),2018-05-01 21:45:00,2018-05-02 21:00:00,83700s (~23.25 hours),5213.1252582,4062.84897471371,1150.27628348629,2,0.08574544,2018-05-02 08:00:00,0.702,"Q30",34200,12600,12600,36900s (~10.25 hours),46800s (~13 hours),7.32822460625,286200s (~3.31 days),0.36218946,0.051749234,0.10852750475,0.187567993,0.187567993,0.187567993,26.57588280675,77.881163213,117900,1525176900,1525294800,117900,NA,FALSE,FALSE,FALSE
"208",183,208,183,NA,2018-05-27 00:00:00,2018-05-27 11:00:00,39600s (~11 hours),1553.831262,1319.05215464283,234.779107357172,2018-05-27 00:00:00,2,0.927988742044444,16.37447532,2018-05-27 01:00:00,10.439873348,15300s (~4.25 hours),2.94129478785714,16.37447532,2018-05-27 01:00:00,2018-05-27 01:00:00,10.2945317575,11700s (~3.25 hours),2018-05-27 02:00:00,2018-05-27 11:00:00,32400s (~9 hours),1317.7873287,1085.86684862069,231.920480079312,0,0.070205094,2018-05-27 03:45:00,0.652,"Q35",7200,9900,9900,6300s (~1.75 hours),26100s (~7.25 hours),10.2945317575,2082600s (~3.44 weeks),9.219618057,0.03671565,0.005771226,0.00809394625,2.080880926,2.080880926,2.68244342625,42.1321688565,39600,1527379200,1527418800,39600,NA,FALSE,TRUE,FALSE
"209",184,209,184,NA,2018-05-30 07:00:00,2018-05-31 00:30:00,63000s (~17.5 hours),3012.2008434,2097.43429445757,914.766548942431,2018-05-30 07:00:00,1,0.632935272042254,6.944862048,2018-05-30 08:00:00,11.23460107875,33300s (~9.25 hours),1.24822646513889,6.944862048,2018-05-30 08:00:00,2018-05-30 11:00:00,11.23403818625,31500s (~8.75 hours),2018-05-30 08:45:00,2018-05-31 00:30:00,56700s (~15.75 hours),2809.3168611,1895.18141956025,914.135441539751,1,0.0919424,2018-05-30 13:45:00,0.715,"Q30",6300,20700,20700,18000s (~5 hours),38700s (~10.75 hours),10.2425495815,243000s (~2.81 days),0.397030273,0.03362064,0.01302083325,0.0141466185,0.02576022,0.34726966075,13.36936001475,27.57351121225,63000,1527663600,1527726600,63000,NA,FALSE,FALSE,FALSE
"210",185,210,185,NA,2018-10-11 23:30:00,2018-10-12 21:30:00,79200s (~22 hours),3724.9359003,2427.96756886304,1296.96833143696,2018-10-11 23:30:00,2,0.662350646370787,5.562759638,2018-10-12 08:30:00,14.73730188175,64800s (~18 hours),1.03676883812963,5.562759638,2018-10-12 08:30:00,2018-10-12 06:15:00,13.99637931475,47700s (~13.25 hours),2018-10-12 06:45:00,2018-10-12 21:30:00,53100s (~14.75 hours),2930.2103241,1651.60760762863,1278.60271647137,1,0.08727824,2018-10-12 12:15:00,0.706,"Q30",26100,13500,13500,19800s (~5.5 hours),33300s (~9.25 hours),13.9874410295,11572200s (~19.13 weeks),125.71540507625,0.029804363,0.013302279,0.013302279,0.07544968325,9.14403389425,9.85679605925,55.497998574,79200,1539300600,1539379800,79200,NA,FALSE,FALSE,FALSE
"211",186,211,186,NA,2018-10-13 14:45:00,2018-10-15 04:45:00,136800s (~1.58 days),5069.6643015,4212.72400292077,856.940298579231,2018-10-13 14:45:00,1,0.442044474444444,7.344578425,2018-10-14 03:45:00,16.9082011475,68400s (~19 hours),0.878227450766234,7.344578425,2018-10-14 03:45:00,2018-10-14 03:45:00,16.90587842725,68400s (~19 hours),2018-10-14 07:30:00,2018-10-15 04:45:00,76500s (~21.25 hours),3126.2337855,2347.20758606374,779.026199436263,1,0.055650273,2018-10-14 12:15:00,0.593,"Q45",60300,30600,30600,17100s (~4.75 hours),59400s (~16.5 hours),16.90587842725,60300s (~16.75 hours),5.55358068575,0.0361430455,0.060102975,0.47156445725,4.24726304125,6.315618033,30.0912313005,74.5779436495,136800,1539441900,1539578700,136800,NA,TRUE,FALSE,FALSE
"212",187,212,187,NA,2018-11-04 14:15:00,2018-11-05 16:15:00,93600s (~1.08 days),4779.6146685,2964.26198523622,1815.35268326378,2018-11-04 14:15:00,4,0.766708600228571,5.588121017,2018-11-04 18:30:00,20.126100756,62100s (~17.25 hours),1.576955887375,5.588121017,2018-11-04 18:30:00,2018-11-04 18:15:00,18.9234706485,42300s (~11.75 hours),2018-11-04 20:45:00,2018-11-05 16:15:00,70200s (~19.5 hours),4018.2789672,2259.84996639582,1758.42900080418,1,0.099878673,2018-11-05 05:30:00,0.731,"Q30",23400,39600,39600,31500s (~8.75 hours),38700s (~10.75 hours),18.96337748725,1760400s (~2.91 weeks),13.26645670275,0.030147109,0.0005628925,0.024281839,0.19320323325,1.86162657925,4.29011712275,67.665743389,93600,1541340900,1541434500,93600,NA,FALSE,FALSE,FALSE
"213",188,213,188,NA,2018-11-06 13:45:00,2018-11-07 18:15:00,102600s (~1.19 days),10757.9194011,4232.58435664868,6525.33504445132,2018-11-06 13:45:00,3,1.00287643421739,15.81819201,2018-11-06 22:30:00,28.83269748375,76500s (~21.25 hours),0.3115309285,1.555460751,2018-11-06 14:00:00,2018-11-06 14:00:00,1.40188917825,15300s (~4.25 hours),2018-11-06 13:45:00,2018-11-07 18:15:00,102600s (~1.19 days),10757.9194011,4232.58435664868,6525.33504445132,4,0.206120463,2018-11-07 04:30:00,0.843,"Q20",0,21600,52200,53100s (~14.75 hours),49500s (~13.75 hours),21.60612239425,75600s (~21 hours),0.44791351,0.033710561,0.58593750625,0.600365571,0.708119889,0.814046379,23.704930955,81.20526309725,102600,1541511900,1541614500,102600,NA,FALSE,FALSE,FALSE
"214",189,214,189,NA,2018-11-08 05:30:00,2018-11-08 17:45:00,44100s (~12.25 hours),4819.3850502,2958.09955878444,1861.28549141556,2018-11-08 05:30:00,1,0.45569875496,6.366537929,2018-11-08 08:15:00,5.696234437,13500s (~3.75 hours),1.42405860925,6.366537929,2018-11-08 08:15:00,2018-11-08 08:00:00,5.696234437,13500s (~3.75 hours),2018-11-08 08:15:00,2018-11-08 17:45:00,34200s (~9.5 hours),4155.1558623,2331.09024369344,1824.06561860656,1,0.185073738,2018-11-08 10:30:00,0.831,"Q20",9900,8100,8100,8100s (~2.25 hours),26100s (~7.25 hours),5.696234437,38700s (~10.75 hours),2.66427597725,0.0703362835,0.01182389825,2.64224570875,2.728956396,9.79055349775,53.98814614525,112.32758599575,44100,1541655000,1541699100,44100,NA,FALSE,FALSE,FALSE
"215",190,215,190,NA,2018-11-09 05:15:00,2018-11-10 21:30:00,144900s (~1.68 days),24748.5229002,12725.5228305061,12023.0000696939,2018-11-09 05:15:00,5,0.672694659160494,15.87430986,2018-11-10 09:45:00,27.244133696,58500s (~16.25 hours),0.9985279075,1.925413489,2018-11-09 05:30:00,2018-11-09 05:15:00,0.9985279075,2700s (~45 minutes),2018-11-09 08:00:00,2018-11-10 21:30:00,135000s (~1.56 days),24062.1041565,12041.4724401611,12020.6317163389,3,0.475073415,2018-11-09 17:45:00,0.893,"Q15",9900,-57600,44100,35100s (~9.75 hours),99900s (~1.16 days),16.2961887885,39600s (~11 hours),2.09959240825,0.073268243,0.493174142,1.487470934,2.57305900325,8.26929344025,60.532921508,120.58505553775,144900,1541740500,1541885400,144900,NA,FALSE,FALSE,FALSE
"216",191,216,191,NA,2018-11-11 00:00:00,2018-11-11 19:15:00,69300s (~19.25 hours),7879.5557631,6731.32355062447,1148.23221247553,2018-11-11 00:00:00,2,0.231110844051282,7.793520133,2018-11-11 02:15:00,4.506661459,16200s (~4.5 hours),0.88132969745,7.793520133,2018-11-11 02:15:00,2018-11-11 02:00:00,4.40664848725,17100s (~4.75 hours),2018-11-11 08:00:00,2018-11-11 19:15:00,40500s (~11.25 hours),4609.0028052,3863.81692068255,745.18588451745,1,0.122431602,2018-11-11 13:15:00,0.769,"Q25",28800,39600,39600,18900s (~5.25 hours),21600s (~6 hours),4.506661459,7200s (~2 hours),0.1036749185,0.111687294,0.2794221585,0.2794221585,0.83552318175,8.30192333975,67.2553313855,137.71880549875,69300,1541894400,1541963700,69300,NA,FALSE,FALSE,FALSE
"217",192,217,192,NA,2018-11-12 15:00:00,2018-11-13 23:15:00,116100s (~1.34 days),10274.4949365,9169.08028999913,1105.41464650087,2018-11-12 15:00:00,2,0.167468091853846,5.183850606,2018-11-12 15:15:00,5.44271298525,11700s (~3.25 hours),1.83402556209091,5.183850606,2018-11-12 15:15:00,2018-11-12 16:45:00,5.04357029575,9000s (~2.5 hours),2018-11-13 09:00:00,2018-11-13 23:15:00,51300s (~14.25 hours),4481.2389726,3920.7489378856,560.490034714401,1,0.096310778,2018-11-13 13:00:00,0.724,"Q30",64800,78300,78300,14400s (~4 hours),36900s (~10.25 hours),5.18004475425,69300s (~19.25 hours),3.02110356025,0.0955410145,0.03160259625,3.0527061565,3.0527061565,3.0527061565,46.8147782625,124.92753387225,116100,1542034800,1542150900,116100,NA,TRUE,FALSE,FALSE
"222",193,222,193,NA,2018-11-26 23:15:00,2018-11-28 17:00:00,150300s (~1.74 days),15223.425399,8520.39420162883,6703.03119737117,2018-11-26 23:15:00,2,0.575276571330357,10.67650127,2018-11-27 09:15:00,16.10774399725,59400s (~16.5 hours),1.14553160696078,10.67650127,2018-11-27 09:15:00,2018-11-27 09:00:00,14.60552798875,45000s (~12.5 hours),2018-11-27 05:00:00,2018-11-28 17:00:00,129600s (~1.5 days),14188.1221233,7536.11960959376,6652.00251370624,3,0.196867166,2018-11-28 12:30:00,0.838,"Q20",20700,98100,98100,113400s (~1.31 days),16200s (~4.5 hours),16.10774399725,1121400s (~1.85 weeks),20.431154821,0.059253767,0.0034485055,0.0034485055,0.0034485055,0.0034485055,19.669896967,124.90897730175,150300,1543274100,1543424400,150300,NA,FALSE,FALSE,FALSE
"223",194,223,194,NA,2018-11-28 19:00:00,2018-11-29 23:00:00,100800s (~1.17 days),16096.0717395,8782.24745790274,7313.82428159726,2018-11-28 19:00:00,4,0.423741184548673,6.017468572,2018-11-29 04:45:00,11.9706884635,51300s (~14.25 hours),0.2345109905,0.331922938,2018-11-28 19:00:00,2018-11-28 19:00:00,0.11725549525,900s (~15 minutes),2018-11-28 23:00:00,2018-11-29 23:00:00,86400s (~1 days),15137.7495048,7823.92522320274,7313.82428159726,4,0.26799195,2018-11-29 06:45:00,0.866,"Q15",14400,7200,42300,27900s (~7.75 hours),58500s (~16.25 hours),9.1504849455,5400s (~1.5 hours),0,0.080466852,0.0829807345,0.0829807345,0.0829807345,1.585196743,24.89122346825,141.09653497425,100800,1543431600,1543532400,100800,NA,FALSE,FALSE,FALSE
"224",195,224,195,NA,2018-11-30 07:00:00,2018-11-30 13:15:00,22500s (~6.25 hours),3624.3853614,2941.34304058586,683.042320814141,2018-11-30 07:00:00,2,0.225730214961538,2.42193532,2018-11-30 07:00:00,1.46724639725,8100s (~2.25 hours),1.177994165,2.42193532,2018-11-30 07:00:00,2018-11-30 07:00:00,0.88349562375,1800s (~30 minutes),2018-11-30 07:15:00,2018-11-30 13:15:00,21600s (~6 hours),3490.4457954,2831.28109190281,659.164703497191,1,0.165491577,2018-11-30 09:45:00,0.818,"Q20",900,9900,9900,9000s (~2.5 hours),12600s (~3.5 hours),0.88349562375,27000s (~7.5 hours),0.0176662745,0.141476383,0.612451991,0.6231501045,1.2739877835,3.4433536225,28.7018640115,153.60739280775,22500,1543561200,1543583700,22500,NA,FALSE,FALSE,FALSE
"225",196,225,196,NA,2018-11-30 14:15:00,2018-11-30 21:00:00,24300s (~6.75 hours),3722.3495883,3335.94110208269,386.408486217311,2018-11-30 14:15:00,1,0.162888147392857,2.082776745,2018-11-30 15:00:00,1.14021703175,7200s (~2 hours),0.752214656166667,2.082776745,2018-11-30 15:00:00,2018-11-30 14:45:00,1.12832198425,4500s (~1.25 hours),2018-11-30 17:45:00,2018-11-30 21:00:00,11700s (~3.25 hours),1914.0599898,1684.11588398557,229.94410581443,0,0.15962384,2018-11-30 20:00:00,0.813,"Q20",12600,18000,18000,8100s (~2.25 hours),3600s (~1 hours),1.14021703175,1800s (~30 minutes),0,0.144688334,0.27934472475,0.61162341725,1.5127853155,2.6786504075,29.5914992225,153.433324796,24300,1543587300,1543611600,24300,NA,FALSE,TRUE,FALSE
"226",197,226,197,NA,2018-11-30 14:15:00,2018-12-02 11:45:00,163800s (~1.9 days),31546.8799632,24657.3188260398,6889.56113716023,2018-11-30 14:15:00,5,0.246372358382514,3.94596227,2018-12-01 21:30:00,11.271535396,66600s (~18.5 hours),0.752214656166667,2.082776745,2018-11-30 15:00:00,2018-11-30 14:45:00,1.12832198425,4500s (~1.25 hours),2018-12-01 00:45:00,2018-12-02 11:45:00,126000s (~1.46 days),25833.5020026,19606.1854440156,6227.31655858445,2,0.27744464,2018-12-01 06:30:00,0.869,"Q15",37800,-54000,55800,20700s (~5.75 hours),105300s (~1.22 days),6.35635969975,26100s (~7.25 hours),1.14021703175,0.147782895,0.27934472475,0.61162341725,1.5127853155,2.6786504075,29.5914992225,153.433324796,163800,1543587300,1543751100,163800,NA,FALSE,FALSE,FALSE
"228",198,228,198,NA,2018-12-03 14:15:00,2018-12-05 07:00:00,146700s (~1.7 days),27656.1634176,25403.0197192197,2253.1436983803,2018-12-03 14:15:00,4,0.0363260949634146,0.79927519,2018-12-04 16:45:00,1.4893698935,36900s (~10.25 hours),0.020270441,0.02899843,2018-12-03 14:15:00,2018-12-03 14:15:00,0.0101352205,900s (~15 minutes),2018-12-04 05:00:00,2018-12-05 07:00:00,93600s (~1.08 days),18648.3580272,16436.6488866245,2211.70914057553,2,0.237025673,2018-12-04 22:15:00,0.857,"Q15",53100,19800,115200,62100s (~17.25 hours),31500s (~8.75 hours),1.37098545875,93600s (~1.08 days),2.321855753,0.188085601,0.2267048055,0.2610507135,0.48253772225,2.11014506275,27.05624189175,165.641305588,146700,1543846500,1543993200,146700,NA,TRUE,FALSE,FALSE
"229",199,229,199,NA,2018-12-05 06:30:00,2018-12-05 20:45:00,51300s (~14.25 hours),12706.3515681,9604.16820196843,3102.18336613157,2018-12-05 06:30:00,1,0.770735856689655,7.934394757,2018-12-05 11:45:00,11.175669922,27000s (~7.5 hours),1.44083228264516,7.934394757,2018-12-05 11:45:00,2018-12-05 10:30:00,11.1664501905,27000s (~7.5 hours),2018-12-05 08:15:00,2018-12-05 20:45:00,45000s (~12.5 hours),11513.196783,8468.48323053587,3044.71355246413,1,0.377906959,2018-12-05 12:15:00,0.886,"Q15",6300,1800,1800,14400s (~4 hours),30600s (~8.5 hours),11.07213729825,3600s (~1 hours),0.03300982775,0.192526504,0.025478774,0.1036037735,0.8348085645,1.47170361925,16.542476386,146.25239114625,51300,1543991400,1544042700,51300,NA,FALSE,FALSE,FALSE
"231",200,231,200,NA,2018-12-06 23:30:00,2018-12-07 20:30:00,75600s (~21 hours),19476.4387536,15061.3267615288,4415.11199207118,2018-12-06 23:30:00,3,0.654362130670588,5.842339436,2018-12-07 04:00:00,13.90519527675,40500s (~11.25 hours),1.48315998857576,5.842339436,2018-12-07 04:00:00,2018-12-07 04:00:00,12.23606990575,28800s (~8 hours),2018-12-07 02:45:00,2018-12-07 20:30:00,63900s (~17.75 hours),17123.540292,12823.1337547864,4300.40653721362,2,0.388096371,2018-12-07 06:30:00,0.887,"Q15",11700,9000,9000,13500s (~3.75 hours),50400s (~14 hours),11.75268469625,94500s (~1.09 days),2.323971305,0.1913782485,0.14857664725,0.33361477975,0.84220362575,2.32425275125,18.7426573415,147.849270503,75600,1544139000,1544214600,75600,NA,FALSE,FALSE,FALSE
"232",201,232,201,NA,2018-12-07 21:45:00,2018-12-08 22:00:00,87300s (~1.01 days),20950.5504987,18727.3046635587,2223.24583514128,2018-12-07 21:45:00,5,0.120081245306122,1.350504637,2018-12-07 23:30:00,2.94199051,42300s (~11.75 hours),0.436261835461538,1.350504637,2018-12-07 23:30:00,2018-12-07 22:45:00,1.41785096525,10800s (~3 hours),2018-12-07 23:30:00,2018-12-08 22:00:00,81000s (~22.5 hours),19482.9985026,17409.8154755463,2073.18302705368,2,0.264244019,2018-12-08 11:45:00,0.865,"Q15",6300,44100,44100,44100s (~12.25 hours),36900s (~10.25 hours),2.605205516,2700s (~45 minutes),0,0.231912253,0.242258643,0.9740263115,1.6511065,14.168287253,29.7635000085,143.4697357565,87300,1544219100,1544306400,87300,NA,FALSE,FALSE,FALSE
"233",202,233,202,NA,2018-12-09 10:30:00,2018-12-10 14:30:00,100800s (~1.17 days),21241.5168645,20905.2957684034,336.221096096553,2018-12-09 10:30:00,1,0.0027555240619469,0.112331768,2018-12-09 17:30:00,0.07784355475,5400s (~1.5 hours),0.0652216986666667,0.105292452,2018-12-09 10:30:00,2018-12-09 10:30:00,0.048916274,1800s (~30 minutes),2018-12-10 08:45:00,2018-12-10 14:30:00,20700s (~5.75 hours),4605.0579747,4424.92458821319,180.133386486809,0,0.222350412,2018-12-10 10:00:00,0.85,"Q20",80100,59400,84600,4500s (~1.25 hours),16200s (~4.5 hours),0.07784355475,43200s (~12 hours),1.13689507075,0.216023539,0.04363679075,0.043918237,1.16321818375,1.58354680975,32.95627004275,135.87405507725,100800,1544351400,1544452200,100800,NA,TRUE,TRUE,FALSE
"235",203,235,203,NA,2018-12-11 19:45:00,2018-12-12 14:30:00,67500s (~18.75 hours),19104.8566896,13798.7886291701,5306.06806042986,2018-12-11 19:45:00,2,1.45215334819737,16.19510841,2018-12-11 22:30:00,27.59091361575,21600s (~6 hours),5.01542926245455,16.19510841,2018-12-11 22:30:00,2018-12-11 22:00:00,27.5848609435,18900s (~5.25 hours),2018-12-11 20:45:00,2018-12-12 14:30:00,63900s (~17.75 hours),18421.0293294,13114.9612689701,5306.06806042987,3,0.550094572,2018-12-11 23:15:00,0.896,"Q15",3600,2700,2700,9000s (~2.5 hours),54900s (~15.25 hours),24.853306668,103500s (~1.2 days),0.01126100525,0.2043338225,0.0138651715,0.0138651715,0.0138651715,0.019354951,18.37062330975,105.09419663725,67500,1544557500,1544625000,67500,NA,FALSE,FALSE,FALSE
"236",204,236,204,NA,2018-12-13 01:15:00,2018-12-13 14:15:00,46800s (~13 hours),10547.0639334,9980.00229658132,567.061636818686,2018-12-13 01:15:00,1,0.606699742943396,3.971855561,2018-12-13 08:45:00,8.038771594,43200s (~12 hours),0.669897632833333,3.971855561,2018-12-13 08:45:00,2018-12-13 08:00:00,8.038771594,42300s (~11.75 hours),2018-12-13 07:00:00,2018-12-13 14:15:00,26100s (~7.25 hours),6169.2580665,5666.22833340091,503.029733099088,1,0.245020671,2018-12-13 10:15:00,0.86,"Q15",20700,5400,5400,11700s (~3.25 hours),14400s (~4 hours),7.49837616575,36900s (~10.25 hours),0.346286169,0.2090184345,0.0026041665,0.19714347925,0.34656761525,0.3526202875,30.6876204065,124.868818868,46800,1544663700,1544710500,46800,NA,FALSE,FALSE,FALSE
"238",205,238,205,NA,2018-12-14 19:00:00,2018-12-16 02:30:00,113400s (~1.31 days),46791.0532386,26277.8923298164,20513.1609087836,2018-12-14 19:00:00,6,0.609494346984252,4.403454463,2018-12-15 12:15:00,19.35144551675,76500s (~21.25 hours),0.979505039,4.362900972,2018-12-15 01:30:00,2018-12-15 03:00:00,14.692575585,53100s (~14.75 hours),2018-12-14 23:15:00,2018-12-16 02:30:00,98100s (~1.14 days),43432.9479333,23108.2382299138,20324.7097033862,3,0.754523855,2018-12-15 09:00:00,0.899,"Q15",15300,-11700,27000,35100s (~9.75 hours),63000s (~17.5 hours),13.5168931495,101700s (~1.18 days),0.02195911825,0.2073026925,0.004926887,0.00809394625,0.00809394625,0.013020833,36.01411838925,132.48388448925,113400,1544814000,1544927400,113400,NA,FALSE,FALSE,FALSE
"239",206,239,206,NA,2018-12-16 02:15:00,2018-12-16 23:00:00,74700s (~20.75 hours),25880.145291,22692.6944926963,3187.45079830368,2018-12-16 02:15:00,4,0.159386262071429,2.721260885,2018-12-16 13:15:00,3.3471115035,20700s (~5.75 hours),0.78050365,1.630072276,2018-12-16 02:45:00,2018-12-16 02:30:00,0.5853777375,1800s (~30 minutes),2018-12-16 05:45:00,2018-12-16 23:00:00,62100s (~17.25 hours),21638.1548133,19113.748545196,2524.40626810398,2,0.384192518,2018-12-16 11:30:00,0.886,"Q15",12600,-6300,31500,20700s (~5.75 hours),41400s (~11.5 hours),2.09986430225,2700s (~45 minutes),0.5853777375,0.3352579825,0.1566025995,0.24648349625,0.5570719125,15.1129847975,55.18974551175,151.664719945,74700,1544926500,1545001200,74700,NA,FALSE,FALSE,FALSE
